"segmento","fecha","label","categoria"
"segmento1",2014-05-01,8.3825555370611,"3"
"segmento1",2014-05-02,8.27534226820878,"1"
"segmento1",2014-05-03,8.49695555120733,"1"
"segmento1",2014-05-04,8.38714203488467,"2"
"segmento1",2014-05-05,8.45450156820974,"1"
"segmento1",2014-05-06,8.37710021287257,"1"
"segmento1",2014-05-07,8.20848283693474,"1"
"segmento1",2014-05-08,8.35856827160822,"2"
"segmento1",2014-05-09,8.32668686898787,"2"
"segmento1",2014-05-10,8.56231206831285,"1"
"segmento1",2014-05-11,8.23962444251702,"2"
"segmento1",2014-05-12,8.56438161862991,"3"
"segmento1",2014-05-13,8.99970976303776,"4"
"segmento1",2014-05-14,9.27959400697983,"4"
"segmento1",2014-05-15,9.31366531859183,"2"
"segmento1",2014-05-16,9.80107122917309,"1"
"segmento1",2014-05-17,10.2853258005355,"3"
"segmento1",2014-05-18,10.1133170703625,"4"
"segmento1",2014-05-19,9.69963670742899,"1"
"segmento1",2014-05-20,9.73617584174512,"2"
"segmento1",2014-05-21,9.87114335093614,"3"
"segmento1",2014-05-22,9.81114534758817,"4"
"segmento1",2014-05-23,10.024715296598,"1"
"segmento1",2014-05-24,9.84430741913054,"3"
"segmento1",2014-05-25,9.84188106809983,"1"
"segmento1",2014-05-26,9.91228322338218,"2"
"segmento1",2014-05-27,9.74308347596591,"1"
"segmento1",2014-05-28,9.91396159777254,"1"
"segmento1",2014-05-29,10.1680250682945,"1"
"segmento1",2014-05-30,10.4352572647429,"3"
"segmento1",2014-05-31,10.2444238482955,"3"
"segmento1",2014-06-01,10.1926879005773,"3"
"segmento1",2014-06-02,9.72367255147318,"3"
"segmento1",2014-06-03,9.64744235018475,"1"
"segmento1",2014-06-04,9.91833209833195,"1"
"segmento1",2014-06-05,10.2507971093994,"2"
"segmento1",2014-06-06,10.2153604029189,"4"
"segmento1",2014-06-07,9.79202260183589,"2"
"segmento1",2014-06-08,10.1517589960765,"3"
"segmento1",2014-06-09,9.88567143040185,"3"
"segmento1",2014-06-10,9.47220007011531,"3"
"segmento1",2014-06-11,9.4487364081574,"2"
"segmento1",2014-06-12,9.89894219173522,"3"
"segmento1",2014-06-13,10.245111024117,"2"
"segmento1",2014-06-14,9.96352584857645,"3"
"segmento1",2014-06-15,10.1250789411137,"1"
"segmento1",2014-06-16,10.4618219785317,"1"
"segmento1",2014-06-17,10.414119536203,"4"
"segmento1",2014-06-18,10.6071874550573,"2"
"segmento1",2014-06-19,10.9218087586286,"4"
"segmento1",2014-06-20,10.4666035826265,"2"
"segmento1",2014-06-21,10.6764895587008,"2"
"segmento1",2014-06-22,11.1717696093712,"1"
"segmento1",2014-06-23,10.854628755042,"1"
"segmento1",2014-06-24,10.6912818423339,"4"
"segmento1",2014-06-25,11.1648889672065,"2"
"segmento1",2014-06-26,10.8970015998475,"4"
"segmento1",2014-06-27,11.1846675587008,"3"
"segmento1",2014-06-28,11.2931034120619,"2"
"segmento1",2014-06-29,10.8176038430824,"1"
"segmento1",2014-06-30,10.4810040755684,"1"
"segmento1",2014-07-01,10.2435781285357,"4"
"segmento1",2014-07-02,10.4867856099242,"1"
"segmento1",2014-07-03,10.9860361289621,"4"
"segmento1",2014-07-04,11.4155142524593,"1"
"segmento1",2014-07-05,11.0166003800333,"1"
"segmento1",2014-07-06,11.1007169456553,"2"
"segmento1",2014-07-07,10.9355869218515,"1"
"segmento1",2014-07-08,10.4964945289614,"4"
"segmento1",2014-07-09,10.1115935397493,"4"
"segmento1",2014-07-10,10.220499949709,"2"
"segmento1",2014-07-11,10.6273107886089,"4"
"segmento1",2014-07-12,10.9640800124768,"2"
"segmento1",2014-07-13,11.401565922957,"2"
"segmento1",2014-07-14,11.6772562291186,"3"
"segmento1",2014-07-15,11.9715046402878,"3"
"segmento1",2014-07-16,11.7274650295464,"1"
"segmento1",2014-07-17,11.9699120644544,"3"
"segmento1",2014-07-18,12.291392635946,"1"
"segmento1",2014-07-19,12.2130686278813,"4"
"segmento1",2014-07-20,12.3573711597726,"3"
"segmento1",2014-07-21,12.1371665489433,"1"
"segmento1",2014-07-22,12.3863125672214,"4"
"segmento1",2014-07-23,12.2693194053594,"2"
"segmento1",2014-07-24,12.0047925565566,"3"
"segmento1",2014-07-25,11.6207473777491,"4"
"segmento1",2014-07-26,11.4052465269137,"2"
"segmento1",2014-07-27,11.6289658573071,"4"
"segmento1",2014-07-28,11.5229579401502,"1"
"segmento1",2014-07-29,11.7889048923222,"3"
"segmento1",2014-07-30,12.0778008861062,"2"
"segmento1",2014-07-31,12.0890080026767,"3"
"segmento1",2014-08-01,11.7004307084237,"4"
"segmento1",2014-08-02,11.4818869560098,"2"
"segmento1",2014-08-03,11.840080279055,"4"
"segmento1",2014-08-04,11.6664296833429,"4"
"segmento1",2014-08-05,11.9087140809541,"2"
"segmento1",2014-08-06,11.8870313131263,"3"
"segmento1",2014-08-07,11.9542687169814,"1"
"segmento1",2014-08-08,11.5351831238892,"2"
"segmento1",2014-08-09,11.3221655605508,"3"
"segmento1",2014-08-10,11.3461392523633,"3"
"segmento1",2014-08-11,10.8642808100187,"2"
"segmento1",2014-08-12,11.0995047094729,"3"
"segmento1",2014-08-13,11.2870192278831,"2"
"segmento1",2014-08-14,10.9160341978756,"2"
"segmento1",2014-08-15,11.1342660369115,"1"
"segmento1",2014-08-16,11.1054753895144,"1"
"segmento1",2014-08-17,10.9360713597191,"3"
"segmento1",2014-08-18,10.6895363948959,"2"
"segmento1",2014-08-19,10.7770549194605,"4"
"segmento1",2014-08-20,10.5515641390848,"1"
"segmento1",2014-08-21,10.0903912570236,"2"
"segmento1",2014-08-22,10.5392142702142,"3"
"segmento1",2014-08-23,10.2168060645807,"3"
"segmento1",2014-08-24,10.2186275733879,"1"
"segmento1",2014-08-25,10.7170609069564,"2"
"segmento1",2014-08-26,10.4901757406054,"3"
"segmento1",2014-08-27,10.5868127194128,"2"
"segmento1",2014-08-28,10.7034936104657,"2"
"segmento1",2014-08-29,10.6410678108146,"3"
"segmento1",2014-08-30,10.6365366794133,"4"
"segmento1",2014-08-31,10.6938826770566,"4"
"segmento1",2014-09-01,10.2488409342006,"4"
"segmento1",2014-09-02,10.3256265865767,"3"
"segmento1",2014-09-03,9.96393388002444,"4"
"segmento1",2014-09-04,10.0261029143974,"1"
"segmento1",2014-09-05,10.2915683968771,"3"
"segmento1",2014-09-06,9.8903942141416,"4"
"segmento1",2014-09-07,9.76803378473912,"1"
"segmento1",2014-09-08,9.5732248547607,"4"
"segmento1",2014-09-09,9.71253237057076,"3"
"segmento1",2014-09-10,9.42544990140091,"2"
"segmento1",2014-09-11,8.99993221948919,"4"
"segmento1",2014-09-12,8.81311613032703,"4"
"segmento1",2014-09-13,9.27095203444814,"4"
"segmento1",2014-09-14,9.76758063794454,"3"
"segmento1",2014-09-15,10.0989702367912,"2"
"segmento1",2014-09-16,10.0929816788808,"1"
"segmento1",2014-09-17,10.004768235328,"4"
"segmento1",2014-09-18,10.0724393782273,"4"
"segmento1",2014-09-19,10.1347201264617,"3"
"segmento1",2014-09-20,9.72252731414705,"2"
"segmento1",2014-09-21,9.46828179099092,"2"
"segmento1",2014-09-22,9.5631728181578,"3"
"segmento1",2014-09-23,9.87997949452579,"4"
"segmento1",2014-09-24,10.0731885609012,"1"
"segmento1",2014-09-25,9.85195608409137,"4"
"segmento1",2014-09-26,9.5022659515673,"4"
"segmento1",2014-09-27,9.83913770436788,"3"
"segmento1",2014-09-28,10.1536593482586,"4"
"segmento1",2014-09-29,9.66095102027302,"4"
"segmento1",2014-09-30,9.82000066614279,"1"
"segmento1",2014-10-01,10.0076636382419,"1"
"segmento1",2014-10-02,9.98645856375231,"1"
"segmento1",2014-10-03,10.3021608649649,"4"
"segmento1",2014-10-04,10.1677466664178,"3"
"segmento1",2014-10-05,9.78434231974176,"4"
"segmento1",2014-10-06,9.30664463999247,"1"
"segmento1",2014-10-07,9.23538256523914,"2"
"segmento1",2014-10-08,9.64881029099576,"2"
"segmento1",2014-10-09,9.85580216009587,"2"
"segmento1",2014-10-10,9.75360438707314,"1"
"segmento1",2014-10-11,9.99014033314091,"4"
"segmento1",2014-10-12,9.98346509356126,"4"
"segmento1",2014-10-13,9.83003628407377,"2"
"segmento1",2014-10-14,9.85360923520812,"2"
"segmento1",2014-10-15,9.47669528852935,"1"
"segmento1",2014-10-16,9.61290043172105,"2"
"segmento1",2014-10-17,9.20006695374979,"4"
"segmento1",2014-10-18,9.63413827722615,"4"
"segmento1",2014-10-19,9.54706764462862,"2"
"segmento1",2014-10-20,9.81916943422738,"4"
"segmento1",2014-10-21,9.63996679666015,"3"
"segmento1",2014-10-22,9.67899343943722,"4"
"segmento1",2014-10-23,9.6615157719244,"2"
"segmento1",2014-10-24,10.1166253672991,"3"
"segmento1",2014-10-25,10.0582637746738,"4"
"segmento1",2014-10-26,10.1977503957856,"2"
"segmento1",2014-10-27,10.4431672752805,"4"
"segmento1",2014-10-28,10.5084235293638,"4"
"segmento1",2014-10-29,10.449264984872,"2"
"segmento1",2014-10-30,10.583792985834,"3"
"segmento1",2014-10-31,10.6533892810589,"1"
"segmento1",2014-11-01,11.1419811205088,"4"
"segmento1",2014-11-02,11.0354807459194,"3"
"segmento1",2014-11-03,11.4026749277927,"4"
"segmento1",2014-11-04,11.0527456969055,"1"
"segmento1",2014-11-05,11.271225937259,"4"
"segmento1",2014-11-06,11.0102844685638,"3"
"segmento1",2014-11-07,10.8508360494644,"1"
"segmento1",2014-11-08,10.5218804364535,"4"
"segmento1",2014-11-09,10.9155216314364,"3"
"segmento1",2014-11-10,11.0332066716968,"4"
"segmento1",2014-11-11,11.1307761901068,"2"
"segmento1",2014-11-12,10.9154221110304,"2"
"segmento1",2014-11-13,11.163519647812,"1"
"segmento1",2014-11-14,11.048381821318,"2"
"segmento1",2014-11-15,10.6358525168875,"1"
"segmento1",2014-11-16,10.5688153867026,"2"
"segmento1",2014-11-17,10.2736593975276,"3"
"segmento1",2014-11-18,10.0297180739224,"2"
"segmento1",2014-11-19,10.3250527410774,"2"
"segmento1",2014-11-20,10.2637592861885,"2"
"segmento1",2014-11-21,10.7257706066627,"1"
"segmento1",2014-11-22,10.4323069767944,"4"
"segmento1",2014-11-23,10.8489841416778,"3"
"segmento1",2014-11-24,11.0168820138193,"4"
"segmento1",2014-11-25,10.5756852786049,"1"
"segmento1",2014-11-26,10.441034619284,"4"
"segmento1",2014-11-27,10.0518313136272,"3"
"segmento1",2014-11-28,10.0631923892718,"4"
"segmento1",2014-11-29,10.4076711288875,"2"
"segmento1",2014-11-30,10.1719209260281,"1"
"segmento1",2014-12-01,10.4598135259389,"2"
"segmento1",2014-12-02,10.9159274717135,"3"
"segmento1",2014-12-03,10.5430086863318,"4"
"segmento1",2014-12-04,10.0552400752451,"3"
"segmento1",2014-12-05,10.2704393824847,"4"
"segmento1",2014-12-06,10.5408171454881,"4"
"segmento1",2014-12-07,10.9801411410458,"4"
"segmento1",2014-12-08,10.9353527124614,"3"
"segmento1",2014-12-09,11.072223546164,"4"
"segmento1",2014-12-10,10.6683720259039,"3"
"segmento1",2014-12-11,10.4605641203741,"4"
"segmento1",2014-12-12,10.0397485668648,"1"
"segmento1",2014-12-13,10.4201731311629,"1"
"segmento1",2014-12-14,10.6881830458194,"1"
"segmento1",2014-12-15,10.4343584589243,"1"
"segmento1",2014-12-16,10.4639181079206,"3"
"segmento1",2014-12-17,10.0136852995818,"4"
"segmento1",2014-12-18,9.99464960224623,"2"
"segmento1",2014-12-19,9.67020871832704,"2"
"segmento1",2014-12-20,9.7841881003566,"2"
"segmento1",2014-12-21,9.96278570222482,"4"
"segmento1",2014-12-22,9.59876577228661,"3"
"segmento1",2014-12-23,9.26758258734613,"3"
"segmento1",2014-12-24,9.52437538468647,"2"
"segmento1",2014-12-25,9.33116690025051,"1"
"segmento1",2014-12-26,8.91288665518776,"2"
"segmento1",2014-12-27,9.29731115840261,"2"
"segmento1",2014-12-28,9.70770006682698,"1"
"segmento1",2014-12-29,9.54096092058884,"4"
"segmento1",2014-12-30,9.71504478488472,"3"
"segmento1",2014-12-31,9.67878923268567,"4"
"segmento1",2015-01-01,9.71562644846626,"3"
"segmento1",2015-01-02,9.54374695073081,"3"
"segmento1",2015-01-03,9.57695839688231,"3"
"segmento1",2015-01-04,10.0679942031042,"2"
"segmento1",2015-01-05,10.2942811462791,"3"
"segmento1",2015-01-06,10.3484356816788,"2"
"segmento1",2015-01-07,10.6348154694357,"2"
"segmento1",2015-01-08,10.2971298738546,"3"
"segmento1",2015-01-09,9.92502108175336,"2"
"segmento1",2015-01-10,10.2174409267701,"3"
"segmento1",2015-01-11,10.2864491314474,"2"
"segmento1",2015-01-12,9.84431489178053,"1"
"segmento1",2015-01-13,10.2839533148541,"4"
"segmento1",2015-01-14,10.6394750982475,"2"
"segmento1",2015-01-15,10.5619565758338,"1"
"segmento1",2015-01-16,10.5460329906424,"2"
"segmento1",2015-01-17,10.944045596052,"2"
"segmento1",2015-01-18,10.6829912094558,"3"
"segmento1",2015-01-19,10.7723633575107,"4"
"segmento1",2015-01-20,10.8772523221425,"4"
"segmento1",2015-01-21,11.3768030695438,"3"
"segmento1",2015-01-22,11.7288765206658,"3"
"segmento1",2015-01-23,11.3292178585179,"2"
"segmento1",2015-01-24,11.4812440800896,"3"
"segmento1",2015-01-25,11.2728666985068,"3"
"segmento1",2015-01-26,11.7326507320429,"2"
"segmento1",2015-01-27,12.0046307309747,"3"
"segmento1",2015-01-28,12.0675776880308,"3"
"segmento1",2015-01-29,12.000725661174,"1"
"segmento1",2015-01-30,12.0533989037016,"2"
"segmento1",2015-01-31,11.6234734164567,"3"
"segmento1",2015-02-01,11.2564379682454,"3"
"segmento1",2015-02-02,11.7307543752808,"3"
"segmento1",2015-02-03,12.046000415616,"3"
"segmento1",2015-02-04,12.4126545503676,"1"
"segmento1",2015-02-05,12.6433449810664,"2"
"segmento1",2015-02-06,12.9568039139597,"2"
"segmento1",2015-02-07,12.5093232627534,"4"
"segmento1",2015-02-08,12.7991180147679,"3"
"segmento1",2015-02-09,13.1967306042278,"2"
"segmento1",2015-02-10,12.9740343628409,"4"
"segmento1",2015-02-11,13.3267131486495,"3"
"segmento1",2015-02-12,13.3374440035182,"1"
"segmento1",2015-02-13,13.51096342917,"4"
"segmento1",2015-02-14,13.1289508840105,"3"
"segmento1",2015-02-15,13.5998926393604,"2"
"segmento1",2015-02-16,13.5055968194225,"1"
"segmento1",2015-02-17,13.1158703203542,"3"
"segmento1",2015-02-18,13.1760522553919,"2"
"segmento1",2015-02-19,13.3941357831984,"4"
"segmento1",2015-02-20,13.1416802691311,"1"
"segmento1",2015-02-21,13.2252420847117,"2"
"segmento1",2015-02-22,12.8348437464389,"2"
"segmento1",2015-02-23,12.7455071979487,"1"
"segmento1",2015-02-24,13.1030722331293,"1"
"segmento1",2015-02-25,12.8718227684811,"2"
"segmento1",2015-02-26,13.2634272254923,"1"
"segmento1",2015-02-27,12.8549023914539,"3"
"segmento1",2015-02-28,13.1603574176013,"2"
"segmento1",2015-03-01,13.4137042239019,"4"
"segmento1",2015-03-02,12.9526771732193,"2"
"segmento1",2015-03-03,13.0245066915122,"3"
"segmento1",2015-03-04,12.8635883154567,"1"
"segmento1",2015-03-05,12.9799505995416,"2"
"segmento1",2015-03-06,12.6804444769073,"3"
"segmento1",2015-03-07,13.1342531549959,"3"
"segmento1",2015-03-08,13.5971550707545,"1"
"segmento1",2015-03-09,13.9825556204984,"4"
"segmento1",2015-03-10,13.5703746082856,"1"
"segmento1",2015-03-11,13.7499935223655,"4"
"segmento1",2015-03-12,13.9062338253875,"3"
"segmento1",2015-03-13,13.9601999221212,"3"
"segmento1",2015-03-14,13.9820341918459,"4"
"segmento1",2015-03-15,14.1142319462854,"1"
"segmento1",2015-03-16,13.9851097852913,"2"
"segmento1",2015-03-17,13.852929925253,"2"
"segmento1",2015-03-18,14.0955060911429,"1"
"segmento1",2015-03-19,13.6755299059823,"3"
"segmento1",2015-03-20,13.6488246412873,"3"
"segmento1",2015-03-21,13.9101531045082,"2"
"segmento1",2015-03-22,14.0975470664715,"2"
"segmento1",2015-03-23,14.1278388417447,"4"
"segmento1",2015-03-24,14.6195392597073,"2"
"segmento1",2015-03-25,14.9477340110545,"1"
"segmento1",2015-03-26,14.4708321010488,"1"
"segmento1",2015-03-27,14.783360781855,"2"
"segmento1",2015-03-28,14.7638830247105,"2"
"segmento1",2015-03-29,14.7472912680845,"4"
"segmento1",2015-03-30,14.7139750759136,"4"
"segmento1",2015-03-31,14.6260369063159,"3"
"segmento1",2015-04-01,15.0280123925487,"1"
"segmento1",2015-04-02,15.2744709208801,"3"
"segmento1",2015-04-03,15.2193504434692,"4"
"segmento1",2015-04-04,15.1256175271944,"2"
"segmento1",2015-04-05,15.5699046079962,"1"
"segmento1",2015-04-06,15.9017581129137,"3"
"segmento1",2015-04-07,15.6646348721925,"2"
"segmento1",2015-04-08,15.1833591768919,"1"
"segmento1",2015-04-09,15.5807242304506,"4"
"segmento1",2015-04-10,15.4407947123865,"2"
"segmento1",2015-04-11,15.0426243766094,"3"
"segmento1",2015-04-12,14.9764813806341,"4"
"segmento1",2015-04-13,15.4228673146104,"3"
"segmento1",2015-04-14,15.8840031595942,"1"
"segmento1",2015-04-15,15.9420681423085,"1"
"segmento1",2015-04-16,15.9466815557527,"1"
"segmento1",2015-04-17,15.6065073515072,"1"
"segmento1",2015-04-18,15.831066414449,"2"
"segmento1",2015-04-19,16.0599662487986,"1"
"segmento1",2015-04-20,16.2834108664812,"1"
"segmento1",2015-04-21,16.2930124058203,"2"
"segmento1",2015-04-22,16.7226745436533,"1"
"segmento1",2015-04-23,16.8616851808306,"3"
"segmento1",2015-04-24,16.5619859687561,"4"
"segmento1",2015-04-25,16.8513270505599,"3"
"segmento1",2015-04-26,16.513509540218,"1"
"segmento1",2015-04-27,16.409446717064,"2"
"segmento1",2015-04-28,16.0011604531222,"1"
"segmento1",2015-04-29,15.7748158954902,"3"
"segmento1",2015-04-30,15.4209687748235,"4"
"segmento1",2015-05-01,15.753688611988,"2"
"segmento1",2015-05-02,16.2492453029459,"2"
"segmento1",2015-05-03,15.8996696333977,"2"
"segmento1",2015-05-04,15.916505211522,"2"
"segmento1",2015-05-05,16.0723197181273,"3"
"segmento1",2015-05-06,15.6249943739955,"2"
"segmento1",2015-05-07,15.993047269259,"4"
"segmento1",2015-05-08,16.4682927303286,"4"
"segmento1",2015-05-09,16.6247204288537,"4"
"segmento1",2015-05-10,16.4541630436029,"1"
"segmento1",2015-05-11,16.8164880240546,"2"
"segmento1",2015-05-12,17.1712385850187,"3"
"segmento1",2015-05-13,17.4081428938766,"2"
"segmento1",2015-05-14,17.0946051853136,"2"
"segmento1",2015-05-15,17.4892351508469,"3"
"segmento1",2015-05-16,17.9328013319112,"2"
"segmento1",2015-05-17,18.3269953237593,"3"
"segmento1",2015-05-18,18.6788822573211,"4"
"segmento1",2015-05-19,18.305220400611,"4"
"segmento1",2015-05-20,18.6909535774383,"1"
"segmento1",2015-05-21,18.2184851185608,"2"
"segmento1",2015-05-22,17.9044913924976,"1"
"segmento1",2015-05-23,18.265043451227,"2"
"segmento1",2015-05-24,18.5642594889966,"2"
"segmento1",2015-05-25,18.3515202119361,"3"
"segmento1",2015-05-26,18.7192049676631,"1"
"segmento1",2015-05-27,18.4747286827677,"2"
"segmento1",2015-05-28,18.4909548886314,"3"
"segmento1",2015-05-29,18.4059803355031,"4"
"segmento1",2015-05-30,18.5505589019797,"3"
"segmento1",2015-05-31,18.1807175250858,"2"
"segmento1",2015-06-01,17.7937451694524,"1"
"segmento1",2015-06-02,17.6473014932705,"3"
"segmento1",2015-06-03,17.8966513919877,"2"
"segmento1",2015-06-04,17.8235716799327,"4"
"segmento1",2015-06-05,17.5095014390141,"2"
"segmento1",2015-06-06,17.8111026552354,"2"
"segmento1",2015-06-07,17.8742498087722,"4"
"segmento1",2015-06-08,17.6132454527108,"2"
"segmento1",2015-06-09,17.8744760096888,"1"
"segmento1",2015-06-10,17.4459174916012,"1"
"segmento1",2015-06-11,17.8202144697421,"3"
"segmento1",2015-06-12,17.6933200379113,"2"
"segmento1",2015-06-13,17.378256418641,"3"
"segmento1",2015-06-14,17.5271644865723,"4"
"segmento1",2015-06-15,17.0378213996027,"3"
"segmento1",2015-06-16,17.3619756123746,"4"
"segmento1",2015-06-17,17.5302696441242,"1"
"segmento1",2015-06-18,17.6183058608501,"4"
"segmento1",2015-06-19,18.0233735059161,"3"
"segmento1",2015-06-20,18.406845044629,"1"
"segmento1",2015-06-21,18.0326529574168,"2"
"segmento1",2015-06-22,17.9383587319193,"1"
"segmento1",2015-06-23,17.4674670332036,"4"
"segmento1",2015-06-24,17.5804963171014,"4"
"segmento1",2015-06-25,17.9154349196915,"1"
"segmento1",2015-06-26,17.7369509377784,"4"
"segmento1",2015-06-27,17.3302162181781,"4"
"segmento1",2015-06-28,17.5373643805849,"4"
"segmento1",2015-06-29,17.1364552123071,"1"
"segmento1",2015-06-30,17.2226760844151,"1"
"segmento1",2015-07-01,17.270151994017,"1"
"segmento1",2015-07-02,17.5585365968113,"1"
"segmento1",2015-07-03,17.7409996291265,"2"
"segmento1",2015-07-04,17.5851001103038,"2"
"segmento1",2015-07-05,17.0896975677698,"1"
"segmento1",2015-07-06,17.4489952884065,"1"
"segmento1",2015-07-07,17.4506953234047,"2"
"segmento1",2015-07-08,17.2882663744359,"4"
"segmento1",2015-07-09,17.7001447161027,"1"
"segmento1",2015-07-10,17.2274191584245,"1"
"segmento1",2015-07-11,17.5127767235703,"2"
"segmento1",2015-07-12,17.0381032889832,"1"
"segmento1",2015-07-13,16.5413843837896,"1"
"segmento1",2015-07-14,16.068302170134,"2"
